7424972	290581	en	Umm Suqeim	t	f	f	f
9530304	290594	en	Umm al-Quwain	f	f	f	f
16340764	290594	en	Umm Al Quwain City	f	f	f	f
8514255	291074	en	Ras al-Khaimah	t	f	f	f
11170785	291074	en	Ras el-Kheima	f	f	f	f
16340762	291074	en	Ras Al Khaimah City	f	f	f	f
20351700	291075	en	Emirate of Ras Al Khaimah	t	f	f	f
20351701	291075	en	Ras Al Khaimah	f	t	f	f
203271	291279	en	Mezaira’a	f	f	f	f
16340756	291580	en	Zayed City	f	f	f	f
8487702	291696	en	Khor'fakkan	f	f	f	f
16340754	291696	en	Khor Fakkan City	f	f	f	f
1599345	292223	en	Dubai	t	t	f	f
1599346	292223	es	Dubái	f	f	f	f
1599368	292223	pt	Dubai	f	f	f	f
16340750	292223	en	Dubai City	t	f	f	f
2187174	292224	es	Dubái	t	f	f	f
7411712	292224	en	Dubai	f	t	f	f
9061847	292231	en	Dibba Al-Fujairah	f	f	f	f
9061669	292239	en	Dibba Al-Hisn	f	f	f	f
204021	292261	en	Deira	t	f	f	f
1900648	292672	en	Sharjah	f	t	f	f
1900649	292672	es	Sarja	f	f	f	f
16327976	292672	en	Sharjah city	t	f	f	f
16327974	292673	en	Sharjah Emirate	f	f	f	f
16327975	292673	en	Sharjah	f	t	f	f
20348399	292673	en	Emirate of Sharjah	t	f	f	f
17995146	292688	pt	Ruwais	f	f	f	f
17995148	292688	en	Ruwais	f	f	f	f
17995150	292688	es	Ruwais	f	f	f	f
10379865	292862	en	Hatta	f	f	f	f
19713841	292862	es	Hatta	f	f	f	f
1903083	292878	es	Fujairah	f	f	f	f
1903085	292878	en	Fujairah	t	f	f	f
16340752	292878	en	Al Fujairah City	f	f	f	f
16327970	292879	en	Fujairah Emirate	f	f	f	f
16327971	292879	en	Fujairah	f	t	f	f
20348453	292879	en	Emirate of Fujairah	t	f	f	f
2017615	292913	en	Al Ain	f	f	f	f
2017622	292913	pt	Al Ain	f	f	f	f
16340766	292913	en	Al Ain City	f	f	f	f
204637	292932	en	Ujman	f	f	f	f
2698357	292932	en	Ajman	t	f	f	f
16340760	292932	en	Ajman City	f	f	f	f
2187173	292933	es	Ajman	f	f	f	f
3047090	292933	en	Ajman	f	t	f	f
16327973	292933	en	Ajman Emirate	t	f	f	f
17995171	292953	en	Dhaid	f	f	f	f
19809046	292953	es	Adh Dhaid	f	f	f	f
1594509	292968	en	Abu Dhabi	f	t	f	f
1594510	292968	es	Abu Dabi	f	f	f	f
1594535	292968	pt	Abu Dabi	f	f	f	f
16400934	292968	en	Abu Dhabi Island and Internal Islands City	f	f	f	f
2187172	292969	es	Abu Dhabi	f	f	f	f
7411711	292969	en	Abu Dhabi	f	t	f	f
16327972	292969	en	Abu Dhabi Emirate	t	f	f	f
17841794	292969	pt	Emirado Abu Dhabi	f	f	f	f
19746759	6691113	en	Palm Jumeirah	f	f	f	f
19746767	6691114	en	Zabeel	f	f	f	f
16340746	8057551	en	Khalifah A City	f	f	f	f
19746766	8225407	en	Al Mankhool	f	f	f	f
19746772	8469668	en	Dubai International City	f	f	f	f
9340953	8469788	es	Marina de Dubái	f	f	f	f
16340758	12042052	en	Bani Yas City	f	f	f	f
16340748	12042053	en	Musaffah City	f	f	f	f
16340768	12047416	en	Al Shamkhah City	f	f	f	f
16340770	12047417	en	Reef Al Fujairah City	f	f	f	f
18161298	12748680	en	Shabiat Al Hayer	f	t	f	f
19746770	13118421	en	Muteena	f	f	f	f
19746776	13118424	en	Silicon Oasis	f	f	f	f
19746777	13118429	en	Motor City	f	f	f	f
19746778	13118433	en	Al Qusais First	f	f	f	f
19746782	13118434	en	Al Twar Third	f	f	f	f
8464130	1120985	en	Zaranj	f	f	f	f
1994136	1121143	en	Zabul Province	f	f	f	f
1994138	1121143	es	Zābul	f	f	f	f
1994146	1121143	pt	Zabol	f	f	f	f
5463230	1121143	en	Zabul	f	t	f	f
17488438	1121863	en	Maidan Wardak Province	f	f	f	f
8160877	1122747	en	Tarinkot	f	f	f	f
8160878	1122747	en	Tarin Kowt	f	f	f	f
8160879	1122747	en	Tirinkot	f	f	f	f
8160880	1122747	en	Tareen	f	f	f	f
2698140	1123004	en	Taloqan	f	f	f	f
11659301	1123230	en	Takhar	t	f	f	f
17487850	1123230	en	Takhar Province	f	f	f	f
17873012	1123230	pt	Takhar	f	f	f	f
17873034	1123230	es	Tahār	f	f	f	f
17488407	1127106	en	Sar-e Pol Province	f	f	f	f
17873085	1127106	pt	Sar-e Pol	f	f	f	f
17873105	1127106	es	Sar-e Pul	f	f	f	f
11659304	1127766	en	Samangan	t	f	f	f
17873155	1127766	pt	Samangan	f	f	f	f
17873176	1127766	es	Samangān	f	f	f	f
8487839	1129867	en	Qala i Naw	f	f	f	f
11659303	1131054	en	Parwan	t	f	f	f
11659300	1131256	en	Paktika	t	f	f	f
17488009	1131256	en	Paktika Province	f	f	f	f
17873227	1131256	pt	Paktika	f	f	f	f
17873247	1131256	es	Paktīkā	f	f	f	f
1909003	1131257	en	Paktia Province	f	f	f	f
1909009	1131257	pt	Paktia	f	f	f	f
1992615	1131257	es	Provincia de Paktiyā	f	f	f	f
5463231	1131257	en	Paktia	f	t	f	f
1906895	1131461	en	Orūzgān Province	f	f	f	f
1906903	1131461	pt	Uruzgan	f	f	f	f
1990717	1131461	es	Urūzgān	f	f	f	f
1990721	1131461	pt	Oruzgan	f	f	f	f
5463232	1131461	en	Orūzgān	f	t	f	f
11659308	1131461	en	Oruzgan	t	t	f	f
11659299	1131821	en	Nimroz	t	f	f	f
17488589	1131821	en	Nimruz Province	f	f	f	f
11659307	1132366	en	Nangarhar	t	f	f	f
17873357	1132366	pt	Nangarhar	f	f	f	f
17873379	1132366	es	Nangarhar	f	f	f	f
11486803	1132495	en	Nahrin	f	f	f	f
5423925	1133453	en	Maymana	f	f	f	f
11472480	1133453	es	Maymanah	f	f	f	f
11472496	1133453	pt	Meymaneh	f	f	f	f
1993882	1133616	en	Mazari Sharif	f	f	f	f
1993883	1133616	es	Mazār-e Šarīf	f	f	f	f
1993893	1133616	pt	Mazar-e Sharif	f	f	f	f
11659298	1134561	en	Logar	t	f	f	f
17487844	1134561	en	Logar Province	f	f	f	f
17873434	1134561	pt	Logar	f	f	f	f
17873456	1134561	es	Lawgar	f	f	f	f
2296392	1134720	en	Lashkar Gah	t	f	f	f
11659296	1135022	en	Laghman	t	f	f	f
17487846	1135022	en	Laghman Province	f	f	f	f
17873506	1135022	pt	Laghman	f	f	f	f
17873526	1135022	es	Laġmān	f	f	f	f
1998709	1135689	en	Kunduz	f	f	f	f
1998718	1135689	pt	Konduz	f	f	f	f
1998719	1135689	pt	Qunduz	f	f	f	f
11346161	1135689	es	Qundūz	f	f	f	f
1998614	1135690	en	Kunduz Province	f	f	f	f
1998615	1135690	es	Qundūz	f	f	f	f
5463229	1135690	en	Kunduz	f	t	f	f
11348081	1135690	pt	Konduz	f	f	f	f
11659293	1135702	en	Kunar	t	f	f	f
17873617	1135702	pt	Kunar	f	f	f	f
17873639	1135702	es	Kunar	f	f	f	f
1928691	1136575	en	Khulm	f	f	f	f
17588137	1137079	en	Khanashin	f	f	f	f
17588138	1137079	en	Khan Neshin	f	f	f	f
11659295	1138255	en	Kapisa	t	f	f	f
17873692	1138255	pt	Capisa	f	f	f	f
17873713	1138255	es	Kāpīsā	f	f	f	f
11659306	1138335	en	Kandahar	t	f	f	f
17873767	1138335	pt	Kandahar	f	f	f	f
17873788	1138335	es	Kandahar	f	f	f	f
1603642	1138336	en	Kandahar	f	f	f	f
1603643	1138336	es	Kandahar	f	f	f	f
1603653	1138336	pt	Kandahar	f	f	f	f
1917981	1138957	es	Provincia de Kabul	f	f	f	f
1917983	1138957	en	Kabul Province	f	f	f	f
1917987	1138957	pt	Cabul	t	f	f	f
2080667	1138957	es	Kabul	t	f	f	f
2080668	1138957	en	Kabul	t	f	f	f
1591799	1138958	en	Kabul	f	f	f	f
1591800	1138958	es	Kabul	f	f	f	f
1591831	1138958	pt	Cabul	f	f	f	f
11659292	1139049	en	Jowzjan	t	f	f	f
17873914	1139049	pt	Jowzjan	f	f	f	f
17873935	1139049	es	Jawzjān	f	f	f	f
1608244	1139715	en	Jalalabad	f	f	f	f
1608245	1139715	es	Jalalabad	f	f	f	f
1608252	1139715	pt	Jalalabad	f	f	f	f
3059450	1139807	en	Jabal Saraj	t	f	f	f
3059451	1139807	en	Jabul Saraj	f	f	f	f
1908799	1140025	en	Herat Province	f	f	f	f
1908809	1140025	pt	Herat	f	f	f	f
1992742	1140025	es	Herāt	f	f	f	f
5463228	1140025	en	Herat	f	t	f	f
1605831	1140026	en	Herat	f	f	f	f
1605832	1140026	es	Herāt	f	f	f	f
3059673	1140043	en	Helmand Province	f	f	f	f
5463227	1140043	en	Helmand	f	t	f	f
8228482	1140043	es	Helmand	f	f	f	f
17874052	1140043	pt	Helmand	f	f	f	f
585597	1141103	en	Ghowr	t	t	f	f
7948282	1141103	en	Ghur	f	f	f	f
17874097	1141103	pt	Ghowr	f	f	f	f
17874119	1141103	es	Ġawr	f	f	f	f
11659291	1141268	en	Ghazni	t	f	f	f
17488010	1141268	en	Ghazni Province	f	f	f	f
17874172	1141268	pt	Ghazni	f	f	f	f
17874194	1141268	es	Gazni	f	f	f	f
1651630	1141269	en	Ghazni	f	f	f	f
1907023	1141269	es	Gazni	f	f	f	f
1994043	1141269	pt	Ghazni	f	f	f	f
1615532	1141857	en	Gardez	f	f	f	f
1615533	1141857	es	Gardez	f	f	f	f
2006651	1141857	pt	Gardiz	f	f	f	f
8459120	1142170	en	Fayzabad	f	f	f	f
1906958	1142226	en	Faryab Province	f	f	f	f
1906965	1142226	pt	Faryab	f	f	f	f
1992399	1142226	es	Fāryāb	f	f	f	f
5463226	1142226	en	Faryab	f	t	f	f
2488122	1142263	en	Farah	f	f	f	f
17488100	1142263	en	Farah Province	f	f	f	f
17874310	1142263	pt	Farah	f	f	f	f
17874330	1142263	es	Farāh	f	f	f	f
8459115	1142264	en	Farah	f	f	f	f
9467933	1142264	es	Farāh	f	f	f	f
12187969	1147066	en	Baraki Barak	f	f	f	f
11659290	1147239	en	Bamyan	t	f	f	f
17874382	1147239	pt	Bamiyan	f	f	f	f
17874406	1147239	es	Bamiyán	f	f	f	f
8301854	1147288	en	Balkh	t	t	f	f
8301855	1147288	es	Balj	f	f	f	f
17487818	1147288	en	Balkh Province	f	f	f	f
17874459	1147288	pt	Balkh	f	f	f	f
1614712	1147290	en	Balkh	f	f	f	f
1614713	1147290	es	Balj	f	f	f	f
1992451	1147290	pt	Balkh	f	f	f	f
11659289	1147537	en	Baghlan	t	f	f	f
17874512	1147537	pt	Baghlan	f	f	f	f
17874534	1147537	es	Baghlan	f	f	f	f
1943640	1147540	en	Baghlan	f	f	f	f
2004510	1147540	pt	Baghlan	f	f	f	f
1908176	1147707	en	Badghis Province	f	f	f	f
1908185	1147707	pt	Badghis	f	f	f	f
1994838	1147707	es	Badghís	f	f	f	f
5463225	1147707	en	Badghis	f	t	f	f
2322178	1147745	en	Badakhshan	f	f	f	f
17488154	1147745	en	Badakhshan Province	f	f	f	f
17874652	1147745	pt	Badakhshan	f	f	f	f
17874677	1147745	es	Badajshán	f	f	f	f
1561263	1149361	en	Afghanistan	t	f	f	f
1561265	1149361	es	Afganistán	t	f	f	f
1561296	1149361	pt	Afeganistão	t	f	f	f
3626681	1149361	en	Islamic Republic of Afghanistan	f	f	f	f
11659287	1444362	en	Khowst	f	f	f	f
13596293	1444362	en	Khost Province	f	f	f	f
13596294	1444362	en	Khost	f	f	f	f
17877579	1444362	pt	Khost	f	f	f	f
17877599	1444362	es	Jost	f	f	f	f
11659288	1444363	en	Nuristan	t	f	f	f
17487843	1444363	en	Nuristan Province	f	f	f	f
17877650	1444363	pt	Nuristão	f	f	f	f
17877674	1444363	es	Nūristān	f	f	f	f
9410782	6957553	en	Daykundi Province	f	f	f	f
9410783	6957553	en	Daykundi	f	t	f	f
17961449	6957553	pt	Daikondi	f	f	f	f
17961469	6957553	es	Daikondi	f	f	f	f
9390101	6957555	en	Panjshir Province	f	f	f	f
9390102	6957555	es	Panjshīr	f	f	f	f
9410784	6957555	en	Panjshir	f	t	f	f
17961511	6957555	pt	Panjshir	f	f	f	f
17940956	3576015	pt	Saint Philip	f	f	f	f
17940975	3576015	en	Saint Philip Parish	f	f	f	f
17940979	3576015	es	Parroquia de Saint Philip	f	f	f	f
17940999	3576016	pt	Saint Peter	f	f	f	f
17941017	3576016	en	Saint Peter Parish	f	f	f	f
17941021	3576016	es	Parroquia de Saint Peter	f	f	f	f
17941042	3576017	pt	Saint Paul	f	f	f	f
17941061	3576017	en	Saint Paul Parish	f	f	f	f
17941065	3576017	es	Parroquia de Saint Paul	f	f	f	f
17941088	3576018	pt	Saint Mary	f	f	f	f
17941106	3576018	en	Saint Mary Parish	f	f	f	f
17941110	3576018	es	Parroquia de Saint Mary	f	f	f	f
1596628	3576022	en	St. John's	f	f	f	f
1596629	3576022	es	Saint John's	f	f	f	f
1596641	3576022	pt	Saint John's	f	f	f	f
13385431	3576022	en	St John's	t	f	f	f
16766343	3576022	en	Saint John's	f	f	f	f
2080669	3576023	es	St. John's	t	f	f	f
2170530	3576023	es	Saint John´S	f	f	f	f
17941131	3576023	pt	São João	f	f	f	f
17941143	3576023	en	Saint John Parish	f	f	f	f
17941157	3576024	pt	Saint George	f	f	f	f
17941169	3576024	en	Saint George Parish	f	f	f	f
17941172	3576024	es	Parroquia de Saint George	f	f	f	f
1652424	3576037	es	Isla Redonda	f	f	f	f
1652426	3576037	en	Redonda	f	f	f	f
1652432	3576037	pt	Redonda	f	f	f	f
9708931	3576311	en	Codrington	t	f	f	f
17941235	3576390	pt	Barbuda	f	f	f	f
17941249	3576390	en	Barbuda	f	f	f	f
17941251	3576390	es	Barbuda	f	f	f	f
1561152	3576396	en	Antigua and Barbuda	t	f	f	f
1561154	3576396	es	Antigua y Barbuda	t	f	f	f
1561182	3576396	pt	Antígua e Barbuda	t	f	f	f
16925988	3576396	en	Antigua & Barbuda	f	f	f	f
1994381	3573374	es	El Valle	f	f	f	f
1994384	3573374	en	The Valley	f	f	f	f
1994392	3573374	pt	The Valley	f	f	f	f
2187917	3573511	es	Anguila	t	f	f	f
2420941	3573511	en	Anguilla	t	f	f	f
2420968	3573511	pt	Anguilla	t	f	f	f
16926061	3573511	pt	Anguila	t	f	f	f
1647896	363243	en	Sarandë	f	f	f	f
1647902	363243	pt	Sarandë	f	f	f	f
1958524	781443	en	Tepelenë	f	f	f	f
1943093	781988	en	Pogradec	f	f	f	f
1614736	782061	en	Peshkopi	f	f	f	f
1999356	782061	pt	Peshkopi	f	f	f	f
1614015	782661	en	Kukës	f	f	f	f
1611371	782756	en	Korçë	f	f	f	f
1611376	782756	pt	Korçë	f	f	f	f
1613534	783148	en	Gjirokastër	f	f	f	f
1613543	783148	pt	Gjirokastër	f	f	f	f
1900988	783148	es	Gjirokastra	f	f	f	f
2037499	783493	en	Burrel	f	f	f	f
2037504	783493	pt	Burrel	f	f	f	f
1560874	783754	en	Albania	t	f	f	f
1560876	783754	es	Albania	t	f	f	f
1560905	783754	pt	Albânia	t	f	f	f
4671023	783754	en	Republic of Albania	f	f	f	f
17457565	865730	en	Berat County	f	f	f	f
17457570	865731	en	Dibër County	f	f	f	f
17457536	865732	en	Elbasan County	f	f	f	f
17457543	865733	en	Gjirokastër County	f	f	f	f
17457569	865734	en	Korçë County	f	f	f	f
17457566	865735	en	Kukës County	f	f	f	f
1610511	3183719	en	Vlorë	f	f	f	f
1610517	3183719	pt	Vlorë	f	f	f	f
1595032	3183875	en	Tirana	t	t	f	f
1595033	3183875	es	Tirana	f	f	f	f
1595059	3183875	pt	Tirana	f	f	f	f
1608903	3184081	pt	Shkodër	f	f	f	f
11626739	3184136	es	Shengjin	f	f	f	f
11467822	3184497	pt	Pequini	f	f	f	f
1613971	3184935	en	Lezhë	f	f	f	f
1656244	3185082	en	Krujë	f	f	f	f
1913903	3185211	en	Kavajë	f	f	f	f
1616394	3185672	en	Fier	f	f	f	f
1607377	3185728	en	Durrës	f	f	f	f
1607389	3185728	pt	Durrës	f	f	f	f
1984418	3185728	es	Durrës	f	f	f	f
1612017	3186084	en	Berat	f	f	f	f
1612024	3186084	pt	Berat	f	f	f	f
1639807	3186084	es	Berat	f	f	f	f
17457562	3344947	en	Durrës County	f	f	f	f
17457547	3344948	en	Fier County	f	f	f	f
17457561	3344949	en	Lezhë County	f	f	f	f
17457563	3344950	en	Shkodër County	f	f	f	f
13670016	3344951	en	Tirana	f	f	f	f
17457560	3344952	en	Vlorë County	f	f	f	f
1926325	174710	es	Yeghegnadzor	f	f	f	f
1926326	174710	en	Yeghegnadzor	t	f	f	f
19712427	174710	en	Mikoyan	f	f	f	t
19712428	174710	en	Keshishkend	f	f	f	t
19715087	174710	en	Keshishkent	f	f	f	t
19769708	174710	pt	Yeghegnadzor	f	f	f	f
17988738	174725	pt	Vedi	f	f	f	f
17988757	174725	en	Vedi	f	f	f	f
17988760	174725	es	Vedi	f	f	f	f
19712431	174726	en	Vayk	t	f	f	f
19712436	174726	en	Soylan	f	f	f	t
19712437	174726	en	Azizbekov	f	f	f	t
19769710	174726	es	Vayk	f	f	f	f
17988803	174763	en	Sisian	f	f	f	f
17988806	174763	es	Sisian	f	f	f	f
1925363	174875	es	Kapan	f	f	f	f
1925364	174875	en	Kapan	f	f	f	f
135627	174880	en	Kadzharan	f	f	f	f
19770616	174880	es	Kajaran	f	f	f	f
19770650	174880	en	Kajaran	t	f	f	f
8718901	174979	pt	Artaxata	f	f	f	f
19771065	174979	en	Armenian Carthage	f	f	t	f
19771066	174979	en	Artashat	t	f	f	f
19771067	174979	en	Ghamarlu	f	f	f	t
1560707	174982	en	Armenia	t	f	f	f
1560709	174982	es	Armenia	t	f	f	f
1560737	174982	pt	Armênia	t	f	f	f
1974822	174982	pt	Arménia	f	f	f	f
4097947	174982	en	Republic of Armenia	f	f	f	f
11015842	409313	en	Ararat Province	f	f	f	f
11990036	409313	en	Ararat	f	t	f	f
17847407	409313	pt	Ararate	f	f	f	f
17847431	409313	es	Ararat	f	f	f	f
11015848	409314	en	Syunik Province	f	f	f	f
11990042	409314	en	Syunik	f	t	f	f
17847481	409314	pt	Syunik	f	f	f	f
17847504	409314	es	Syunik'	f	f	f	f
11015845	409315	en	Vayots Dzor Province	f	f	f	f
11990044	409315	en	Vayots Dzor	f	t	f	f
1718391	616040	en	Zolak'ar	f	f	f	f
2187175	616051	es	Ereván	t	f	f	f
17857286	616051	pt	Erevã	f	f	f	f
17857371	616051	en	Yerevan	f	f	f	f
1593266	616052	en	Yerevan	f	f	f	f
1593267	616052	es	Ereván	f	f	f	f
1593292	616052	pt	Erevan	f	f	f	f
1593293	616052	pt	Yerevan	f	f	f	f
1701471	616056	en	Yeranos	f	f	f	f
1650730	616062	en	Echmiadzin	f	f	f	t
1760764	616062	en	Vagharshapat	t	f	f	f
18042854	616062	pt	Vagharshapat	f	f	f	f
18042875	616062	es	Echmiadzin	f	f	f	f
1730710	616065	en	Yeghvard	f	f	f	f
18042927	616065	es	Yeghvard	f	f	f	f
370812	616108	en	Basargechar	f	f	f	t
1729351	616108	en	Vardenis	t	f	f	f
18042977	616108	es	Vardenis	f	f	f	f
20482429	616108	en	Vasakashen	f	f	f	t
20482480	616108	en	Geghamabak	f	f	f	t
1705964	616109	en	Vardenik	f	f	f	f
370945	616178	en	Kalinino	f	f	f	t
1681610	616178	en	Tashir	t	f	f	f
18043011	616178	es	Tashir	f	f	f	f
20271902	616178	en	Vorontsovka	f	f	f	t
1751963	616194	en	Stepanavan	t	f	f	f
20271721	616194	en	Jalaloghli	f	f	f	t
20271722	616194	en	Jalaloghlu	f	f	f	t
18043028	616199	pt	Spitak	f	f	f	f
18043040	616199	en	Spitak	t	f	f	f
18043043	616199	es	Spitak	f	f	f	f
1763717	616206	en	Nubarashen	f	f	f	f
371057	616250	en	Yelenovka	f	f	f	t
1746061	616250	en	Sevan	t	f	f	f
1732159	616255	en	Sarukhan	f	f	f	f
371111	616291	en	Proshyan	f	f	f	f
11015659	616307	en	Parakar	t	f	f	f
11015660	616307	en	Shirabad	f	f	f	t
1660915	616320	en	Oshakan	f	f	f	f
1751407	616328	en	Hoktember	f	f	f	f
1692013	616338	en	Nor Kharberd	f	f	f	f
1737476	616361	en	Noratus	f	f	f	f
1692205	616362	en	Nor Hachyn	f	f	f	f
18043167	616362	pt	Nor Hachn	f	f	f	f
18043188	616362	es	Nor Hachn	f	f	f	f
1674586	616400	en	Mrgashat	f	f	f	f
1751117	616404	en	Mkhch'yan	f	f	f	f
1683880	616416	en	Metsavan	t	f	f	f
20271918	616416	en	Ghoshakilisa	f	f	f	t
20271919	616416	en	Ghoshkilisa	f	f	f	t
371304	616438	en	Nizhniy Karanlug	f	f	f	t
1696026	616438	en	Martuni	t	f	f	f
20482425	616438	en	Mets Kznut	f	f	f	t
1694844	616446	en	Maralik	t	f	f	f
18043238	616446	es	Maralik	f	f	f	f
20274729	616446	en	Molla-gokcha	f	f	f	t
1706488	616471	en	Lichk'	f	f	f	f
371437	616530	en	Kirovakan	f	f	f	t
371438	616530	en	Mets Karakilisa	f	f	f	t
371443	616530	en	Karaklis	f	f	f	t
1666928	616530	en	Vanadzor	t	f	f	f
1913391	616530	pt	Vanadzor	f	f	f	f
19769765	616530	es	Vanadzor	f	f	f	f
20218832	616530	en	Martunakan	f	f	f	t
20218833	616530	en	Martunashen	f	f	f	t
371535	616599	en	Nor Bayazet, Novo Bayazet	f	f	f	t
371538	616599	en	Kamo	f	f	f	t
1694535	616599	en	Gavar	t	f	f	f
371582	616627	en	Istibulagh	f	f	f	t
1749780	616627	en	Ijevan	t	f	f	f
1731133	616629	en	Hrazdan	f	f	f	f
371595	616631	en	Hoktemberyan, Oktemberyan	f	f	f	t
371598	616631	en	Sardarabad, Sardarapat	f	f	f	t
1686685	616631	en	Armavir	t	f	f	f
371608	616635	en	Kumayri	f	f	f	t
371612	616635	en	Aleksandropol	f	f	f	t
371615	616635	en	Alexandropol	f	f	f	t
1606465	616635	en	Gyumri	t	f	f	f
1606466	616635	es	Gyumri	f	f	f	f
1606476	616635	pt	Gyumri	f	f	f	f
20273625	616635	en	Leninakan	f	f	f	t
371638	616648	en	Yaghublu	f	f	f	t
371639	616648	en	Meghrut	f	f	f	t
1689166	616648	en	Gugark	t	f	f	f
20218804	616648	en	Yeghapli	f	f	f	t
20218805	616648	en	Yeghaplu	f	f	f	t
20218806	616648	en	Yeghubli	f	f	f	t
20218807	616648	en	Yeghublu	f	f	f	t
20218808	616648	en	Yaghubli	f	f	f	t
20218809	616648	en	Yaghuplu	f	f	f	t
1691290	616697	en	Garni	f	f	f	f
534	616752	en	Tili	f	f	f	f
371838	616752	en	Delizhan	f	f	f	f
371840	616752	en	Tilichan	f	f	f	f
371841	616752	en	Pokr Dili	f	f	f	f
371844	616752	en	Delijan	f	f	f	f
371845	616752	en	Hin Dilijan	f	f	f	f
371846	616752	en	Dili	f	f	f	f
1754000	616752	en	Dilijan	t	f	f	f
20158142	616752	en	Dilinan	f	f	f	f
4097768	616758	en	Davtashen	f	f	f	f
1728728	616785	en	Charentsavan	f	f	f	f
18043377	616785	es	Charentsavan	f	f	f	f
1675761	616786	en	Chambarak	t	f	f	f
18043413	616786	es	Chambarak	f	f	f	f
20482411	616786	en	Krasnoselsk	f	f	f	t
20482412	616786	en	Mikhaylovka	f	f	f	t
18043447	616790	en	Byureghavan	f	f	f	f
18043450	616790	es	Byureghavan	f	f	f	f
371922	616802	en	Tovuzkala	f	f	f	f
371923	616802	en	Shlorut	f	f	f	f
371924	616802	en	Volorut	f	f	f	f
1709832	616802	en	Berd	t	f	f	f
18043486	616802	es	Berd	f	f	f	f
20158696	616802	en	Tovuzghala	f	f	f	f
20158697	616802	en	Tovuzkale	f	f	f	f
1699917	616835	en	Azatan	t	f	f	f
20274342	616835	en	Khli-Gharakilisa	f	f	f	t
20274343	616835	en	Galdema	f	f	f	t
20274344	616835	en	Gandma	f	f	f	t
19805396	616864	en	Avan	f	f	f	f
1750446	616877	en	Ashtarak	f	f	f	f
1942431	616877	es	Ashtarak	f	f	f	f
1739621	616887	en	Artik	t	f	f	f
20274634	616887	en	Mets Artik	f	f	f	t
19806862	616908	en	Arinj	f	f	f	f
1658791	616945	en	Aragats	f	f	f	f
1727494	616953	en	Aparan	f	f	f	f
18043589	616953	es	Aparan	f	f	f	f
372240	616974	en	Manes	f	f	f	t
1721613	616974	en	Alaverdi	t	f	f	f
1954135	616974	pt	Alaverdi	f	f	f	f
20271134	616974	en	Allahverdi	f	f	f	t
20271136	616974	en	Manasgomer	f	f	f	t
20271137	616974	en	Manits Gom	f	f	f	t
1763104	616989	en	Akhuryan	t	f	f	f
372313	617026	en	Elar	f	f	f	t
1715302	617026	en	Abovyan	t	f	f	f
1696050	823807	en	Metsamor	f	f	f	f
1747286	823819	en	Geghhovit	f	f	f	f
